 ix          r[AU] il       lam[mic]       tau_vert
 79  3.1074433E+00 15  1.2668311E+01  5.0606453E+02  dust
 79  3.1074433E+00 16  1.8134220E+01  4.9590039E+02  dust
 79  3.1074433E+00 17  2.5964377E+01  4.5719149E+02  dust
 79  3.1074433E+00 18  4.2233750E+01  3.3355737E+02  dust
 79  3.1074433E+00 19  8.6443439E+01  2.2425573E+02  dust
 79  3.1074433E+00 20  1.7710287E+02  1.5171769E+02  dust
 79  3.1074433E+00 21  3.6308087E+02  1.0207893E+02  dust
 79  3.1074433E+00 22  7.4469677E+02  6.7751436E+01  dust
 79  3.1074433E+00 23  1.5279094E+03  4.3742096E+01  dust
 79  3.1074433E+00 24  3.1355912E+03  2.6812699E+01  dust
 79  3.1074433E+00 25  6.4360319E+03  1.4322860E+01  dust
 80  3.3179543E+00  1  9.5842289E-02  2.6847207E+03  dust
 80  3.3179543E+00  2  1.0573550E-01  2.6349322E+03  dust
 80  3.3179543E+00  3  1.1812006E-01  2.5751419E+03  dust
 80  3.3179543E+00  4  1.3353968E-01  2.5095848E+03  dust
 80  3.3179543E+00  5  1.5097181E-01  2.4372640E+03  dust
 80  3.3179543E+00  6  1.7067955E-01  2.3305755E+03  dust
 80  3.3179543E+00  7  1.9296000E-01  2.2104114E+03  dust
 80  3.3179543E+00  8  3.0195156E-01  1.9488659E+03  dust
 80  3.3179543E+00  9  5.8874250E-01  1.5602074E+03  dust
 80  3.3179543E+00 10  1.2118621E+00  1.1399778E+03  dust
 80  3.3179543E+00 11  2.3303096E+00  8.0151612E+02  dust
 80  3.3179543E+00 12  4.3003104E+00  6.1935468E+02  dust
 80  3.3179543E+00 13  6.2450423E+00  4.9326189E+02  dust
 80  3.3179543E+00 14  8.8527200E+00  5.3417034E+02  dust
 80  3.3179543E+00 15  1.2668311E+01  4.7068290E+02  dust
 80  3.3179543E+00 16  1.8134220E+01  4.6122917E+02  dust
 80  3.3179543E+00 17  2.5964377E+01  4.2522782E+02  dust
 80  3.3179543E+00 18  4.2233750E+01  3.1023978E+02  dust
 80  3.3179543E+00 19  8.6443439E+01  2.0858114E+02  dust
 80  3.3179543E+00 20  1.7710287E+02  1.4111459E+02  dust
 80  3.3179543E+00 21  3.6308087E+02  9.4945647E+01  dust
 80  3.3179543E+00 22  7.4469677E+02  6.3017176E+01  dust
 80  3.3179543E+00 23  1.5279094E+03  4.0685454E+01  dust
 80  3.3179543E+00 24  3.1355912E+03  2.4938868E+01  dust
 80  3.3179543E+00 25  6.4360319E+03  1.3321742E+01  dust
 81  3.5427263E+00  1  9.5842289E-02  2.4957748E+03  dust
 81  3.5427263E+00  2  1.0573550E-01  2.4494906E+03  dust
 81  3.5427263E+00  3  1.1812006E-01  2.3939087E+03  dust
 81  3.5427263E+00  4  1.3353968E-01  2.3329657E+03  dust
 81  3.5427263E+00  5  1.5097181E-01  2.2657352E+03  dust
 81  3.5427263E+00  6  1.7067955E-01  2.1665559E+03  dust
 81  3.5427263E+00  7  1.9296000E-01  2.0548495E+03  dust
 81  3.5427263E+00  8  3.0195156E-01  1.8117125E+03  dust
 81  3.5427263E+00  9  5.8874250E-01  1.4504093E+03  dust
 81  3.5427263E+00 10  1.2118621E+00  1.0597568E+03  dust
 81  3.5427263E+00 11  2.3303096E+00  7.4511674E+02  dust
 81  3.5427263E+00 12  4.3003104E+00  5.7577588E+02  dust
 81  3.5427263E+00 13  6.2450423E+00  4.5855716E+02  dust
 81  3.5427263E+00 14  8.8527200E+00  4.9658578E+02  dust
 81  3.5427263E+00 15  1.2668311E+01  4.3756709E+02  dust
 81  3.5427263E+00 16  1.8134220E+01  4.2877827E+02  dust
 81  3.5427263E+00 17  2.5964377E+01  3.9531103E+02  dust
 81  3.5427263E+00 18  4.2233750E+01  2.8841525E+02  dust
 81  3.5427263E+00 19  8.6443439E+01  1.9391005E+02  dust
 81  3.5427263E+00 20  1.7710287E+02  1.3119018E+02  dust
 81  3.5427263E+00 21  3.6308087E+02  8.8268872E+01  dust
 81  3.5427263E+00 22  7.4469677E+02  5.8585845E+01  dust
 81  3.5427263E+00 23  1.5279094E+03  3.7824376E+01  dust
 81  3.5427263E+00 24  3.1355912E+03  2.3184924E+01  dust
 81  3.5427263E+00 25  6.4360319E+03  1.2384680E+01  dust
 82  3.7827252E+00  1  9.5842289E-02  2.3189488E+03  dust
 82  3.7827252E+00  2  1.0573550E-01  2.2759442E+03  dust
 82  3.7827252E+00  3  1.1812006E-01  2.2243006E+03  dust
 82  3.7827252E+00  4  1.3353968E-01  2.1676758E+03  dust
 82  3.7827252E+00  5  1.5097181E-01  2.1052090E+03  dust
 82  3.7827252E+00  6  1.7067955E-01  2.0130572E+03  dust
 82  3.7827252E+00  7  1.9296000E-01  1.9092658E+03  dust
 82  3.7827252E+00  8  3.0195156E-01  1.6833565E+03  dust
 82  3.7827252E+00  9  5.8874250E-01  1.3476538E+03  dust
 82  3.7827252E+00 10  1.2118621E+00  9.8468118E+02  dust
 82  3.7827252E+00 11  2.3303096E+00  6.9233461E+02  dust
 82  3.7827252E+00 12  4.3003104E+00  5.3499192E+02  dust
 82  3.7827252E+00 13  6.2450423E+00  4.2607803E+02  dust
 82  3.7827252E+00 14  8.8527200E+00  4.6141158E+02  dust
 82  3.7827252E+00 15  1.2668311E+01  4.0657495E+02  dust
 82  3.7827252E+00 16  1.8134220E+01  3.9840842E+02  dust
 82  3.7827252E+00 17  2.5964377E+01  3.6731269E+02  dust
 82  3.7827252E+00 18  4.2233750E+01  2.6799009E+02  dust
 82  3.7827252E+00 19  8.6443439E+01  1.8017951E+02  dust
 82  3.7827252E+00 20  1.7710287E+02  1.2190191E+02  dust
 82  3.7827252E+00 21  3.6308087E+02  8.2019983E+01  dust
 82  3.7827252E+00 22  7.4469677E+02  5.4438455E+01  dust
 82  3.7827252E+00 23  1.5279094E+03  3.5146606E+01  dust
 82  3.7827252E+00 24  3.1355912E+03  2.1543355E+01  dust
 82  3.7827252E+00 25  6.4360319E+03  1.1507662E+01  dust
 83  4.0389826E+00  1  9.5842289E-02  2.1534832E+03  dust
 83  4.0389826E+00  2  1.0573550E-01  2.1135473E+03  dust
 83  4.0389826E+00  3  1.1812006E-01  2.0655890E+03  dust
 83  4.0389826E+00  4  1.3353968E-01  2.0130051E+03  dust
 83  4.0389826E+00  5  1.5097181E-01  1.9549959E+03  dust
 83  4.0389826E+00  6  1.7067955E-01  1.8694201E+03  dust
 83  4.0389826E+00  7  1.9296000E-01  1.7730352E+03  dust
 83  4.0389826E+00  8  3.0195156E-01  1.5632467E+03  dust
 83  4.0389826E+00  9  5.8874250E-01  1.2514997E+03  dust
 83  4.0389826E+00 10  1.2118621E+00  9.1442844E+02  dust
 83  4.0389826E+00 11  2.3303096E+00  6.4294304E+02  dust
 83  4.0389826E+00 12  4.3003104E+00  4.9682766E+02  dust
 83  4.0389826E+00 13  6.2450423E+00  3.9568504E+02  dust
 83  4.0389826E+00 14  8.8527200E+00  4.2849669E+02  dust
 83  4.0389826E+00 15  1.2668311E+01  3.7757342E+02  dust
 83  4.0389826E+00 16  1.8134220E+01  3.6998919E+02  dust
 83  4.0389826E+00 17  2.5964377E+01  3.4111262E+02  dust
 83  4.0389826E+00 18  4.2233750E+01  2.4887664E+02  dust
 83  4.0389826E+00 19  8.6443439E+01  1.6733060E+02  dust
 83  4.0389826E+00 20  1.7710287E+02  1.1320992E+02  dust
 83  4.0389826E+00 21  3.6308087E+02  7.6172184E+01  dust
 83  4.0389826E+00 22  7.4469677E+02  5.0557228E+01  dust
 83  4.0389826E+00 23  1.5279094E+03  3.2640671E+01  dust
 83  4.0389826E+00 24  3.1355912E+03  2.0007131E+01  dust
 83  4.0389826E+00 25  6.4360319E+03  1.0686932E+01  dust
 84  4.3126000E+00  1  9.5842289E-02  1.9986668E+03  dust
 84  4.3126000E+00  2  1.0573550E-01  1.9616023E+03  dust
 84  4.3126000E+00  3  1.1812006E-01  1.9170921E+03  dust
 84  4.3126000E+00  4  1.3353968E-01  1.8682888E+03  dust
 84  4.3126000E+00  5  1.5097181E-01  1.8144504E+03  dust
 84  4.3126000E+00  6  1.7067955E-01  1.7350273E+03  dust
 84  4.3126000E+00  7  1.9296000E-01  1.6455722E+03  dust
 84  4.3126000E+00  8  3.0195156E-01  1.4508669E+03  dust
 84  4.3126000E+00  9  5.8874250E-01  1.1615337E+03  dust
 84  4.3126000E+00 10  1.2118621E+00  8.4869678E+02  dust
 84  4.3126000E+00 11  2.3303096E+00  5.9672986E+02  dust
 84  4.3126000E+00 12  4.3003104E+00  4.6111915E+02  dust
 84  4.3126000E+00 13  6.2450423E+00  3.6724764E+02  dust
 84  4.3126000E+00 14  8.8527200E+00  3.9769973E+02  dust
 84  4.3126000E+00 15  1.2668311E+01  3.5043793E+02  dust
 84  4.3126000E+00 16  1.8134220E+01  3.4339855E+02  dust
 84  4.3126000E+00 17  2.5964377E+01  3.1659827E+02  dust
 84  4.3126000E+00 18  4.2233750E+01  2.3099283E+02  dust
 84  4.3126000E+00 19  8.6443439E+01  1.5530816E+02  dust
 84  4.3126000E+00 20  1.7710287E+02  1.0507692E+02  dust
 84  4.3126000E+00 21  3.6308087E+02  7.0700394E+01  dust
 84  4.3126000E+00 22  7.4469677E+02  4.6925524E+01  dust
 84  4.3126000E+00 23  1.5279094E+03  3.0295831E+01  dust
 84  4.3126000E+00 24  3.1355912E+03  1.8569666E+01  dust
 84  4.3126000E+00 25  6.4360319E+03  9.9189714E+00  dust
 85  4.6047534E+00  1  9.5842289E-02  1.8538343E+03  dust
 85  4.6047534E+00  2  1.0573550E-01  1.8194559E+03  dust
 85  4.6047534E+00  3  1.1812006E-01  1.7781714E+03  dust
 85  4.6047534E+00  4  1.3353968E-01  1.7329050E+03  dust
 85  4.6047534E+00  5  1.5097181E-01  1.6829684E+03  dust
 85  4.6047534E+00  6  1.7067955E-01  1.6093011E+03  dust
 85  4.6047534E+00  7  1.9296000E-01  1.5263290E+03  dust
 85  4.6047534E+00  8  3.0195156E-01  1.3457341E+03  dust
 85  4.6047534E+00  9  5.8874250E-01  1.0773692E+03  dust
 85  4.6047534E+00 10  1.2118621E+00  7.8720367E+02  dust
 85  4.6047534E+00 11  2.3303096E+00  5.5349644E+02  dust
 85  4.6047534E+00 12  4.3003104E+00  4.2771296E+02  dust
 85  4.6047534E+00 13  6.2450423E+00  3.4064364E+02  dust
 85  4.6047534E+00 14  8.8527200E+00  3.6888837E+02  dust
 85  4.6047534E+00 15  1.2668311E+01  3.2505188E+02  dust
 85  4.6047534E+00 16  1.8134220E+01  3.1852222E+02  dust
 85  4.6047534E+00 17  2.5964377E+01  2.9366432E+02  dust
 85  4.6047534E+00 18  4.2233750E+01  2.1426182E+02  dust
 85  4.6047534E+00 19  8.6443439E+01  1.4406058E+02  dust
 85  4.6047534E+00 20  1.7710287E+02  9.7467989E+01  dust
 85  4.6047534E+00 21  3.6308087E+02  6.5581132E+01  dust
 85  4.6047534E+00 22  7.4469677E+02  4.3527767E+01  dust
 85  4.6047534E+00 23  1.5279094E+03  2.8102031E+01  dust
 85  4.6047534E+00 24  3.1355912E+03  1.7224799E+01  dust
 85  4.6047534E+00 25  6.4360319E+03  9.2004879E+00  dust
 86  4.9166984E+00  1  9.5842289E-02  1.7183627E+03  dust
 86  4.9166984E+00  2  1.0573550E-01  1.6864968E+03  dust
 86  4.9166984E+00  3  1.1812006E-01  1.6482296E+03  dust
 86  4.9166984E+00  4  1.3353968E-01  1.6062714E+03  dust
 86  4.9166984E+00  5  1.5097181E-01  1.5599843E+03  dust
 86  4.9166984E+00  6  1.7067955E-01  1.4917010E+03  dust
 86  4.9166984E+00  7  1.9296000E-01  1.4147926E+03  dust
 86  4.9166984E+00  8  3.0195156E-01  1.2473962E+03  dust
 86  4.9166984E+00  9  5.8874250E-01  9.9864428E+02  dust
 86  4.9166984E+00 10  1.2118621E+00  7.2968468E+02  dust
 86  4.9166984E+00 11  2.3303096E+00  5.1305690E+02  dust
 86  4.9166984E+00 12  4.3003104E+00  3.9646546E+02  dust
 86  4.9166984E+00 13  6.2450423E+00  3.1575867E+02  dust
 86  4.9166984E+00 14  8.8527200E+00  3.4193873E+02  dust
 86  4.9166984E+00 15  1.2668311E+01  3.0130614E+02  dust
 86  4.9166984E+00 16  1.8134220E+01  2.9525327E+02  dust
 86  4.9166984E+00 17  2.5964377E+01  2.7221219E+02  dust
 86  4.9166984E+00 18  4.2233750E+01  1.9861172E+02  dust
 86  4.9166984E+00 19  8.6443439E+01  1.3353951E+02  dust
 86  4.9166984E+00 20  1.7710287E+02  9.0350460E+01  dust
 86  4.9166984E+00 21  3.6308087E+02  6.0792422E+01  dust
 86  4.9166984E+00 22  7.4469677E+02  4.0349375E+01  dust
 86  4.9166984E+00 23  1.5279094E+03  2.6049861E+01  dust
 86  4.9166984E+00 24  3.1355912E+03  1.5966761E+01  dust
 86  4.9166984E+00 25  6.4360319E+03  8.5283994E+00  dust
 87  5.2497759E+00  1  9.5842289E-02  1.5916690E+03  dust
 87  5.2497759E+00  2  1.0573550E-01  1.5621529E+03  dust
 87  5.2497759E+00  3  1.1812006E-01  1.5267074E+03  dust
 87  5.2497759E+00  4  1.3353968E-01  1.4878431E+03  dust
 87  5.2497759E+00  5  1.5097181E-01  1.4449691E+03  dust
 87  5.2497759E+00  6  1.7067955E-01  1.3817207E+03  dust
 87  5.2497759E+00  7  1.9296000E-01  1.3104833E+03  dust
 87  5.2497759E+00  8  3.0195156E-01  1.1554299E+03  dust
 87  5.2497759E+00  9  5.8874250E-01  9.2502010E+02  dust
 87  5.2497759E+00 10  1.2118621E+00  6.7589233E+02  dust
 87  5.2497759E+00 11  2.3303096E+00  4.7523725E+02  dust
 87  5.2497759E+00 12  4.3003104E+00  3.6724222E+02  dust
 87  5.2497759E+00 13  6.2450423E+00  2.9248570E+02  dust
 87  5.2497759E+00 14  8.8527200E+00  3.1673489E+02  dust
 87  5.2497759E+00 15  1.2668311E+01  2.7909858E+02  dust
 87  5.2497759E+00 16  1.8134220E+01  2.7349161E+02  dust
 87  5.2497759E+00 17  2.5964377E+01  2.5214961E+02  dust
 87  5.2497759E+00 18  4.2233750E+01  1.8397522E+02  dust
 87  5.2497759E+00 19  8.6443439E+01  1.2369974E+02  dust
 87  5.2497759E+00 20  1.7710287E+02  8.3693743E+01  dust
 87  5.2497759E+00 21  3.6308087E+02  5.6313697E+01  dust
 87  5.2497759E+00 22  7.4469677E+02  3.7376703E+01  dust
 87  5.2497759E+00 23  1.5279094E+03  2.4130513E+01  dust
 87  5.2497759E+00 24  3.1355912E+03  1.4790153E+01  dust
 87  5.2497759E+00 25  6.4360319E+03  7.8998209E+00  dust
 88  5.6054174E+00  1  9.5842289E-02  1.4732078E+03  dust
 88  5.6054174E+00  2  1.0573550E-01  1.4458886E+03  dust
 88  5.6054174E+00  3  1.1812006E-01  1.4130815E+03  dust
 88  5.6054174E+00  4  1.3353968E-01  1.3771100E+03  dust
 88  5.6054174E+00  5  1.5097181E-01  1.3374273E+03  dust
 88  5.6054174E+00  6  1.7067955E-01  1.2788867E+03  dust
 88  5.6054174E+00  7  1.9296000E-01  1.2129517E+03  dust
 88  5.6054174E+00  8  3.0195156E-01  1.0694394E+03  dust
 88  5.6054174E+00  9  5.8874250E-01  8.5617967E+02  dust
 88  5.6054174E+00 10  1.2118621E+00  6.2559498E+02  dust
 88  5.6054174E+00 11  2.3303096E+00  4.3987468E+02  dust
 88  5.6054174E+00 12  4.3003104E+00  3.3991744E+02  dust
 88  5.6054174E+00 13  6.2450423E+00  2.7072453E+02  dust
 88  5.6054174E+00 14  8.8527200E+00  2.9316836E+02  dust
 88  5.6054174E+00 15  1.2668311E+01  2.5833360E+02  dust
 88  5.6054174E+00 16  1.8134220E+01  2.5314358E+02  dust
 88  5.6054174E+00 17  2.5964377E+01  2.3339023E+02  dust
 88  5.6054174E+00 18  4.2233750E+01  1.7028935E+02  dust
 88  5.6054174E+00 19  8.6443439E+01  1.1449893E+02  dust
 88  5.6054174E+00 20  1.7710287E+02  7.7469215E+01  dust
 88  5.6054174E+00 21  3.6308087E+02  5.2125705E+01  dust
 88  5.6054174E+00 22  7.4469677E+02  3.4596979E+01  dust
 88  5.6054174E+00 23  1.5279094E+03  2.2335741E+01  dust
 88  5.6054174E+00 24  3.1355912E+03  1.3689921E+01  dust
 88  5.6054174E+00 25  6.4360319E+03  7.3120522E+00  dust
 89  5.9851515E+00  1  9.5842289E-02  1.3624683E+03  dust
 89  5.9851515E+00  2  1.0573550E-01  1.3372030E+03  dust
 89  5.9851515E+00  3  1.1812006E-01  1.3068622E+03  dust
 89  5.9851515E+00  4  1.3353968E-01  1.2735949E+03  dust
 89  5.9851515E+00  5  1.5097181E-01  1.2368954E+03  dust
 89  5.9851515E+00  6  1.7067955E-01  1.1827557E+03  dust
 89  5.9851515E+00  7  1.9296000E-01  1.1217775E+03  dust
 89  5.9851515E+00  8  3.0195156E-01  9.8905391E+02  dust
 89  5.9851515E+00  9  5.8874250E-01  7.9182631E+02  dust
 89  5.9851515E+00 10  1.2118621E+00  5.7857591E+02  dust
 89  5.9851515E+00 11  2.3303096E+00  4.0681679E+02  dust
 89  5.9851515E+00 12  4.3003104E+00  3.1437339E+02  dust
 89  5.9851515E+00 13  6.2450423E+00  2.5038144E+02  dust
 89  5.9851515E+00 14  8.8527200E+00  2.7113761E+02  dust
 89  5.9851515E+00 15  1.2668311E+01  2.3892175E+02  dust
 89  5.9851515E+00 16  1.8134220E+01  2.3412151E+02  dust
 89  5.9851515E+00 17  2.5964377E+01  2.1585324E+02  dust
 89  5.9851515E+00 18  4.2233750E+01  1.5749515E+02  dust
 89  5.9851515E+00 19  8.6443439E+01  1.0589749E+02  dust
 89  5.9851515E+00 20  1.7710287E+02  7.1650090E+01  dust
 89  5.9851515E+00 21  3.6308087E+02  4.8210431E+01  dust
 89  5.9851515E+00 22  7.4469677E+02  3.1998250E+01  dust
 89  5.9851515E+00 23  1.5279094E+03  2.0657831E+01  dust
 89  5.9851515E+00 24  3.1355912E+03  1.2661336E+01  dust
 89  5.9851515E+00 25  6.4360319E+03  6.7625659E+00  dust
 90  6.3906104E+00  1  9.5842289E-02  1.2589729E+03  dust
 90  6.3906104E+00  2  1.0573550E-01  1.2356270E+03  dust
 90  6.3906104E+00  3  1.1812006E-01  1.2075912E+03  dust
 90  6.3906104E+00  4  1.3353968E-01  1.1768513E+03  dust
 90  6.3906104E+00  5  1.5097181E-01  1.1429398E+03  dust
 90  6.3906104E+00  6  1.7067955E-01  1.0929131E+03  dust
 90  6.3906104E+00  7  1.9296000E-01  1.0365674E+03  dust
 90  6.3906104E+00  8  3.0195156E-01  9.1392669E+02  dust
 90  6.3906104E+00  9  5.8874250E-01  7.3168239E+02  dust
 90  6.3906104E+00 10  1.2118621E+00  5.3463227E+02  dust
 90  6.3906104E+00 11  2.3303096E+00  3.7592102E+02  dust
 90  6.3906104E+00 12  4.3003104E+00  2.9049991E+02  dust
 90  6.3906104E+00 13  6.2450423E+00  2.3136868E+02  dust
 90  6.3906104E+00 14  8.8527200E+00  2.5054762E+02  dust
 90  6.3906104E+00 15  1.2668311E+01  2.2077932E+02  dust
 90  6.3906104E+00 16  1.8134220E+01  2.1634338E+02  dust
 90  6.3906104E+00 17  2.5964377E+01  1.9946303E+02  dust
 90  6.3906104E+00 18  4.2233750E+01  1.4553749E+02  dust
 90  6.3906104E+00 19  8.6443439E+01  9.7858329E+01  dust
 90  6.3906104E+00 20  1.7710287E+02  6.6211299E+01  dust
 90  6.3906104E+00 21  3.6308087E+02  4.4551018E+01  dust
 90  6.3906104E+00 22  7.4469677E+02  2.9569330E+01  dust
 90  6.3906104E+00 23  1.5279094E+03  1.9089563E+01  dust
 90  6.3906104E+00 24  3.1355912E+03  1.1699971E+01  dust
 90  6.3906104E+00 25  6.4360319E+03  6.2489969E+00  dust
 91  6.8235368E+00  1  9.5842289E-02  1.1622744E+03  dust
 91  6.8235368E+00  2  1.0573550E-01  1.1407219E+03  dust
 91  6.8235368E+00  3  1.1812006E-01  1.1148397E+03  dust
 91  6.8235368E+00  4  1.3353968E-01  1.0864611E+03  dust
 91  6.8235368E+00  5  1.5097181E-01  1.0551546E+03  dust
 91  6.8235368E+00  6  1.7067955E-01  1.0089708E+03  dust
 91  6.8235368E+00  7  1.9296000E-01  9.5695325E+02  dust
 91  6.8235368E+00  8  3.0195156E-01  8.4373323E+02  dust
 91  6.8235368E+00  9  5.8874250E-01  6.7548813E+02  dust
 91  6.8235368E+00 10  1.2118621E+00  4.9357428E+02  dust
 91  6.8235368E+00 11  2.3303096E+00  3.4705393E+02  dust
 91  6.8235368E+00 12  4.3003104E+00  2.6819390E+02  dust
 91  6.8235368E+00 13  6.2450423E+00  2.1360418E+02  dust
 91  6.8235368E+00 14  8.8527200E+00  2.3130949E+02  dust
 91  6.8235368E+00 15  1.2668311E+01  2.0382799E+02  dust
 91  6.8235368E+00 16  1.8134220E+01  1.9973243E+02  dust
 91  6.8235368E+00 17  2.5964377E+01  1.8414883E+02  dust
 91  6.8235368E+00 18  4.2233750E+01  1.3436474E+02  dust
 91  6.8235368E+00 19  8.6443439E+01  9.0346776E+01  dust
 91  6.8235368E+00 20  1.7710287E+02  6.1129388E+01  dust
 91  6.8235368E+00 21  3.6308087E+02  4.1131690E+01  dust
 91  6.8235368E+00 22  7.4469677E+02  2.7299753E+01  dust
 91  6.8235368E+00 23  1.5279094E+03  1.7624179E+01  dust
 91  6.8235368E+00 24  3.1355912E+03  1.0801683E+01  dust
 91  6.8235368E+00 25  6.4360319E+03  5.7691318E+00  dust
 92  7.2857914E+00  1  9.5842289E-02  1.0719546E+03  dust
 92  7.2857914E+00  2  1.0573550E-01  1.0520771E+03  dust
 92  7.2857914E+00  3  1.1812006E-01  1.0282064E+03  dust
 92  7.2857914E+00  4  1.3353968E-01  1.0020334E+03  dust
 92  7.2857914E+00  5  1.5097181E-01  9.7316009E+02  dust
 92  7.2857914E+00  6  1.7067955E-01  9.3056558E+02  dust
 92  7.2857914E+00  7  1.9296000E-01  8.8259072E+02  dust
 92  7.2857914E+00  8  3.0195156E-01  7.7816989E+02  dust
 92  7.2857914E+00  9  5.8874250E-01  6.2300047E+02  dust
 92  7.2857914E+00 10  1.2118621E+00  4.5522434E+02  dust
 92  7.2857914E+00 11  2.3303096E+00  3.2009068E+02  dust
 92  7.2857914E+00 12  4.3003104E+00  2.4735892E+02  dust
 92  7.2857914E+00 13  6.2450423E+00  1.9701111E+02  dust
 92  7.2857914E+00 14  8.8527200E+00  2.1334003E+02  dust
 92  7.2857914E+00 15  1.2668311E+01  1.8799446E+02  dust
 92  7.2857914E+00 16  1.8134220E+01  1.8421684E+02  dust
 92  7.2857914E+00 17  2.5964377E+01  1.6984444E+02  dust
 92  7.2857914E+00 18  4.2233750E+01  1.2392862E+02  dust
 92  7.2857914E+00 19  8.6443439E+01  8.3330371E+01  dust
 92  7.2857914E+00 20  1.7710287E+02  5.6382407E+01  dust
 92  7.2857914E+00 21  3.6308087E+02  3.7937685E+01  dust
 92  7.2857914E+00 22  7.4469677E+02  2.5179723E+01  dust
 92  7.2857914E+00 23  1.5279094E+03  1.6255356E+01  dust
 92  7.2857914E+00 24  3.1355912E+03  9.9625980E+00  dust
 92  7.2857914E+00 25  6.4360319E+03  5.3208992E+00  dust
 93  7.7793610E+00  1  9.5842289E-02  9.8762201E+02  dust
 93  7.7793610E+00  2  1.0573550E-01  9.6930850E+02  dust
 93  7.7793610E+00  3  1.1812006E-01  9.4731604E+02  dust
 93  7.7793610E+00  4  1.3353968E-01  9.2320237E+02  dust
 93  7.7793610E+00  5  1.5097181E-01  8.9660083E+02  dust
 93  7.7793610E+00  6  1.7067955E-01  8.5735771E+02  dust
 93  7.7793610E+00  7  1.9296000E-01  8.1315753E+02  dust
 93  7.7793610E+00  8  3.0195156E-01  7.1695255E+02  dust
 93  7.7793610E+00  9  5.8874250E-01  5.7399195E+02  dust
 93  7.7793610E+00 10  1.2118621E+00  4.1941630E+02  dust
 93  7.7793610E+00 11  2.3303096E+00  2.9491446E+02  dust
 93  7.7793610E+00 12  4.3003104E+00  2.2790471E+02  dust
 93  7.7793610E+00 13  6.2450423E+00  1.8151762E+02  dust
 93  7.7793610E+00 14  8.8527200E+00  1.9656141E+02  dust
 93  7.7793610E+00 15  1.2668311E+01  1.7321015E+02  dust
 93  7.7793610E+00 16  1.8134220E+01  1.6972942E+02  dust
 93  7.7793610E+00 17  2.5964377E+01  1.5648790E+02  dust
 93  7.7793610E+00 18  4.2233750E+01  1.1418393E+02  dust
 93  7.7793610E+00 19  8.6443439E+01  7.6778747E+01  dust
 93  7.7793610E+00 20  1.7710287E+02  5.1949820E+01  dust
 93  7.7793610E+00 21  3.6308087E+02  3.4955190E+01  dust
 93  7.7793610E+00 22  7.4469677E+02  2.3200077E+01  dust
 93  7.7793610E+00 23  1.5279094E+03  1.4977178E+01  dust
 93  7.7793610E+00 24  3.1355912E+03  9.1790869E+00  dust
 93  7.7793610E+00 25  6.4360319E+03  4.9023607E+00  dust
 94  8.3063671E+00  1  9.5842289E-02  9.0891042E+02  dust
 94  8.3063671E+00  2  1.0573550E-01  8.9205666E+02  dust
 94  8.3063671E+00  3  1.1812006E-01  8.7181719E+02  dust
 94  8.3063671E+00  4  1.3353968E-01  8.4962559E+02  dust
 94  8.3063671E+00  5  1.5097181E-01  8.2514441E+02  dust
 94  8.3063671E+00  6  1.7067955E-01  7.8902928E+02  dust
 94  8.3063671E+00  7  1.9296000E-01  7.4835217E+02  dust
 94  8.3063671E+00  8  3.0195156E-01  6.5981537E+02  dust
 94  8.3063671E+00  9  5.8874250E-01  5.2824978E+02  dust
 94  8.3063671E+00 10  1.2118621E+00  3.8599468E+02  dust
 94  8.3063671E+00 11  2.3303096E+00  2.7141596E+02  dust
 94  8.3063671E+00 12  4.3003104E+00  2.0974682E+02  dust
 94  8.3063671E+00 13  6.2450423E+00  1.6705646E+02  dust
 94  8.3063671E+00 14  8.8527200E+00  1.8090080E+02  dust
 94  8.3063671E+00 15  1.2668311E+01  1.5941090E+02  dust
 94  8.3063671E+00 16  1.8134220E+01  1.5620728E+02  dust
 94  8.3063671E+00 17  2.5964377E+01  1.4402126E+02  dust
 94  8.3063671E+00 18  4.2233750E+01  1.0508841E+02  dust
 94  8.3063671E+00 19  8.6443439E+01  7.0663490E+01  dust
 94  8.3063671E+00 20  1.7710287E+02  4.7812411E+01  dust
 94  8.3063671E+00 21  3.6308087E+02  3.2171282E+01  dust
 94  8.3063671E+00 22  7.4469677E+02  2.1352238E+01  dust
 94  8.3063671E+00 23  1.5279094E+03  1.3784109E+01  dust
 94  8.3063671E+00 24  3.1355912E+03  8.4477559E+00  dust
 94  8.3063671E+00 25  6.4360319E+03  4.5117026E+00  dust
 95  8.8690747E+00  1  9.5842289E-02  8.3547716E+02  dust
 95  8.8690747E+00  2  1.0573550E-01  8.1998525E+02  dust
 95  8.8690747E+00  3  1.1812006E-01  8.0138120E+02  dust
 95  8.8690747E+00  4  1.3353968E-01  7.8098276E+02  dust
 95  8.8690747E+00  5  1.5097181E-01  7.5847975E+02  dust
 95  8.8690747E+00  6  1.7067955E-01  7.2528282E+02  dust
 95  8.8690747E+00  7  1.9296000E-01  6.8789251E+02  dust
 95  8.8690747E+00  8  3.0195156E-01  6.0650963E+02  dust
 95  8.8690747E+00  9  5.8874250E-01  4.8557483E+02  dust
 95  8.8690747E+00 10  1.2118621E+00  3.5481401E+02  dust
 95  8.8690747E+00 11  2.3303096E+00  2.4949293E+02  dust
 95  8.8690747E+00 12  4.3003104E+00  1.9280623E+02  dust
 95  8.8690747E+00 13  6.2450423E+00  1.5356469E+02  dust
