 ix          r[AU] il       lam[mic]       tau_vert
 95  8.8690747E+00 14  8.8527200E+00  1.6629006E+02  dust
 95  8.8690747E+00 15  1.2668311E+01  1.4653668E+02  dust
 95  8.8690747E+00 16  1.8134220E+01  1.4359159E+02  dust
 95  8.8690747E+00 17  2.5964377E+01  1.3239027E+02  dust
 95  8.8690747E+00 18  4.2233750E+01  9.6602479E+01  dust
 95  8.8690747E+00 19  8.6443439E+01  6.4958012E+01  dust
 95  8.8690747E+00 20  1.7710287E+02  4.3952199E+01  dust
 95  8.8690747E+00 21  3.6308087E+02  2.9573867E+01  dust
 95  8.8690747E+00 22  7.4469677E+02  1.9628181E+01  dust
 95  8.8690747E+00 23  1.5279094E+03  1.2670967E+01  dust
 95  8.8690747E+00 24  3.1355912E+03  7.7654287E+00  dust
 95  8.8690747E+00 25  6.4360319E+03  4.1472273E+00  dust
 96  9.4699025E+00  1  9.5842289E-02  7.6700158E+02  dust
 96  9.4699025E+00  2  1.0573550E-01  7.5277956E+02  dust
 96  9.4699025E+00  3  1.1812006E-01  7.3570052E+02  dust
 96  9.4699025E+00  4  1.3353968E-01  7.1697417E+02  dust
 96  9.4699025E+00  5  1.5097181E-01  6.9631576E+02  dust
 96  9.4699025E+00  6  1.7067955E-01  6.6584000E+02  dust
 96  9.4699025E+00  7  1.9296000E-01  6.3151455E+02  dust
 96  9.4699025E+00  8  3.0195156E-01  5.5680257E+02  dust
 96  9.4699025E+00  9  5.8874250E-01  4.4578078E+02  dust
 96  9.4699025E+00 10  1.2118621E+00  3.2573815E+02  dust
 96  9.4699025E+00 11  2.3303096E+00  2.2904966E+02  dust
 96  9.4699025E+00 12  4.3003104E+00  1.7700901E+02  dust
 96  9.4699025E+00 13  6.2450423E+00  1.4098346E+02  dust
 96  9.4699025E+00 14  8.8527200E+00  1.5266541E+02  dust
 96  9.4699025E+00 15  1.2668311E+01  1.3453129E+02  dust
 96  9.4699025E+00 16  1.8134220E+01  1.3182729E+02  dust
 96  9.4699025E+00 17  2.5964377E+01  1.2154419E+02  dust
 96  9.4699025E+00 18  4.2233750E+01  8.8689133E+01  dust
 96  9.4699025E+00 19  8.6443439E+01  5.9637434E+01  dust
 96  9.4699025E+00 20  1.7710287E+02  4.0352359E+01  dust
 96  9.4699025E+00 21  3.6308087E+02  2.7151629E+01  dust
 96  9.4699025E+00 22  7.4469677E+02  1.8020397E+01  dust
 96  9.4699025E+00 23  1.5279094E+03  1.1632905E+01  dust
 96  9.4699025E+00 24  3.1355912E+03  7.1291328E+00  dust
 96  9.4699025E+00 25  6.4360319E+03  3.8073464E+00  dust
 97  1.0111433E+01  1  9.5842289E-02  7.0318361E+02  dust
 97  1.0111433E+01  2  1.0573550E-01  6.9014511E+02  dust
 97  1.0111433E+01  3  1.1812006E-01  6.7448733E+02  dust
 97  1.0111433E+01  4  1.3353968E-01  6.5731932E+02  dust
 97  1.0111433E+01  5  1.5097181E-01  6.3838003E+02  dust
 97  1.0111433E+01  6  1.7067955E-01  6.1044033E+02  dust
 97  1.0111433E+01  7  1.9296000E-01  5.7897126E+02  dust
 97  1.0111433E+01  8  3.0195156E-01  5.1047639E+02  dust
 97  1.0111433E+01  9  5.8874250E-01  4.0869326E+02  dust
 97  1.0111433E+01 10  1.2118621E+00  2.9863972E+02  dust
 97  1.0111433E+01 11  2.3303096E+00  2.0999660E+02  dust
 97  1.0111433E+01 12  4.3003104E+00  1.6228597E+02  dust
 97  1.0111433E+01 13  6.2450423E+00  1.2925766E+02  dust
 97  1.0111433E+01 14  8.8527200E+00  1.3996719E+02  dust
 97  1.0111433E+01 15  1.2668311E+01  1.2334217E+02  dust
 97  1.0111433E+01 16  1.8134220E+01  1.2086288E+02  dust
 97  1.0111433E+01 17  2.5964377E+01  1.1143551E+02  dust
 97  1.0111433E+01 18  4.2233750E+01  8.1313728E+01  dust
 97  1.0111433E+01 19  8.6443439E+01  5.4678474E+01  dust
 97  1.0111433E+01 20  1.7710287E+02  3.6997146E+01  dust
 97  1.0111433E+01 21  3.6308087E+02  2.4893977E+01  dust
 97  1.0111433E+01 22  7.4469677E+02  1.6521859E+01  dust
 97  1.0111433E+01 23  1.5279094E+03  1.0665385E+01  dust
 97  1.0111433E+01 24  3.1355912E+03  6.5360864E+00  dust
 97  1.0111433E+01 25  6.4360319E+03  3.4905733E+00  dust
 98  1.0796423E+01  1  9.5842289E-02  6.4374241E+02  dust
 98  1.0796423E+01  2  1.0573550E-01  6.3180625E+02  dust
 98  1.0796423E+01  3  1.1812006E-01  6.1747224E+02  dust
 98  1.0796423E+01  4  1.3353968E-01  6.0175569E+02  dust
 98  1.0796423E+01  5  1.5097181E-01  5.8441761E+02  dust
 98  1.0796423E+01  6  1.7067955E-01  5.5884002E+02  dust
 98  1.0796423E+01  7  1.9296000E-01  5.3003142E+02  dust
 98  1.0796423E+01  8  3.0195156E-01  4.6732723E+02  dust
 98  1.0796423E+01  9  5.8874250E-01  3.7414910E+02  dust
 98  1.0796423E+01 10  1.2118621E+00  2.7339950E+02  dust
 98  1.0796423E+01 11  2.3303096E+00  1.9224993E+02  dust
 98  1.0796423E+01 12  4.3003104E+00  1.4857235E+02  dust
 98  1.0796423E+01 13  6.2450423E+00  1.1833572E+02  dust
 98  1.0796423E+01 14  8.8527200E+00  1.2813955E+02  dust
 98  1.0796423E+01 15  1.2668311E+01  1.1292011E+02  dust
 98  1.0796423E+01 16  1.8134220E+01  1.1065013E+02  dust
 98  1.0796423E+01 17  2.5964377E+01  1.0201980E+02  dust
 98  1.0796423E+01 18  4.2233750E+01  7.4443839E+01  dust
 98  1.0796423E+01 19  8.6443439E+01  5.0059342E+01  dust
 98  1.0796423E+01 20  1.7710287E+02  3.3871822E+01  dust
 98  1.0796423E+01 21  3.6308087E+02  2.2790999E+01  dust
 98  1.0796423E+01 22  7.4469677E+02  1.5125988E+01  dust
 98  1.0796423E+01 23  1.5279094E+03  9.7641607E+00  dust
 98  1.0796423E+01 24  3.1355912E+03  5.9836852E+00  dust
 98  1.0796423E+01 25  6.4360319E+03  3.1955162E+00  dust
 99  1.1527817E+01  1  9.5842289E-02  5.8841510E+02  dust
 99  1.1527817E+01  2  1.0573550E-01  5.7750496E+02  dust
 99  1.1527817E+01  3  1.1812006E-01  5.6440311E+02  dust
 99  1.1527817E+01  4  1.3353968E-01  5.5003755E+02  dust
 99  1.1527817E+01  5  1.5097181E-01  5.3418984E+02  dust
 99  1.1527817E+01  6  1.7067955E-01  5.1081087E+02  dust
 99  1.1527817E+01  7  1.9296000E-01  4.8447859E+02  dust
 99  1.1527817E+01  8  3.0195156E-01  4.2716427E+02  dust
 99  1.1527817E+01  9  5.8874250E-01  3.4199551E+02  dust
 99  1.1527817E+01 10  1.2118621E+00  2.4990589E+02  dust
 99  1.1527817E+01 11  2.3303096E+00  1.7573120E+02  dust
 99  1.1527817E+01 12  4.3003104E+00  1.3580752E+02  dust
 99  1.1527817E+01 13  6.2450423E+00  1.0816937E+02  dust
 99  1.1527817E+01 14  8.8527200E+00  1.1713020E+02  dust
 99  1.1527817E+01 15  1.2668311E+01  1.0321904E+02  dust
 99  1.1527817E+01 16  1.8134220E+01  1.0114390E+02  dust
 99  1.1527817E+01 17  2.5964377E+01  9.3255435E+01  dust
 99  1.1527817E+01 18  4.2233750E+01  6.8049117E+01  dust
 99  1.1527817E+01 19  8.6443439E+01  4.5759640E+01  dust
 99  1.1527817E+01 20  1.7710287E+02  3.0962593E+01  dust
 99  1.1527817E+01 21  3.6308087E+02  2.0833415E+01  dust
 99  1.1527817E+01 22  7.4469677E+02  1.3826627E+01  dust
 99  1.1527817E+01 23  1.5279094E+03  8.9252557E+00  dust
 99  1.1527817E+01 24  3.1355912E+03  5.4694916E+00  dust
 99  1.1527817E+01 25  6.4360319E+03  2.9208723E+00  dust
100  1.2308759E+01  1  9.5842289E-02  5.3695550E+02  dust
100  1.2308759E+01  2  1.0573550E-01  5.2699967E+02  dust
100  1.2308759E+01  3  1.1812006E-01  5.1504382E+02  dust
100  1.2308759E+01  4  1.3353968E-01  5.0193479E+02  dust
100  1.2308759E+01  5  1.5097181E-01  4.8747326E+02  dust
100  1.2308759E+01  6  1.7067955E-01  4.6613919E+02  dust
100  1.2308759E+01  7  1.9296000E-01  4.4211010E+02  dust
100  1.2308759E+01  8  3.0195156E-01  3.8980882E+02  dust
100  1.2308759E+01  9  5.8874250E-01  3.1208948E+02  dust
100  1.2308759E+01 10  1.2118621E+00  2.2805437E+02  dust
100  1.2308759E+01 11  2.3303096E+00  1.6036694E+02  dust
100  1.2308759E+01 12  4.3003104E+00  1.2393473E+02  dust
100  1.2308759E+01 13  6.2450423E+00  9.8713403E+01  dust
100  1.2308759E+01 14  8.8527200E+00  1.0689020E+02  dust
100  1.2308759E+01 15  1.2668311E+01  9.4195844E+01  dust
100  1.2308759E+01 16  1.8134220E+01  9.2301939E+01  dust
100  1.2308759E+01 17  2.5964377E+01  8.5103458E+01  dust
100  1.2308759E+01 18  4.2233750E+01  6.2101143E+01  dust
100  1.2308759E+01 19  8.6443439E+01  4.1760267E+01  dust
100  1.2308759E+01 20  1.7710287E+02  2.8256542E+01  dust
100  1.2308759E+01 21  3.6308087E+02  1.9012538E+01  dust
100  1.2308759E+01 22  7.4469677E+02  1.2618011E+01  dust
100  1.2308759E+01 23  1.5279094E+03  8.1449471E+00  dust
100  1.2308759E+01 24  3.1355912E+03  4.9912225E+00  dust
100  1.2308759E+01 25  6.4360319E+03  2.6654216E+00  dust
101  1.3142606E+01  1  9.5842289E-02  4.8913306E+02  dust
101  1.3142606E+01  2  1.0573550E-01  4.8006407E+02  dust
101  1.3142606E+01  3  1.1812006E-01  4.6917321E+02  dust
101  1.3142606E+01  4  1.3353968E-01  4.5723190E+02  dust
101  1.3142606E+01  5  1.5097181E-01  4.4405856E+02  dust
101  1.3142606E+01  6  1.7067955E-01  4.2462484E+02  dust
101  1.3142606E+01  7  1.9296000E-01  4.0273612E+02  dust
101  1.3142606E+01  8  3.0195156E-01  3.5509353E+02  dust
101  1.3142606E+01  9  5.8874250E-01  2.8429701E+02  dust
101  1.3142606E+01 10  1.2118621E+00  2.0774706E+02  dust
101  1.3142606E+01 11  2.3303096E+00  1.4608834E+02  dust
101  1.3142606E+01 12  4.3003104E+00  1.1290081E+02  dust
101  1.3142606E+01 13  6.2450423E+00  8.9925495E+01  dust
101  1.3142606E+01 14  8.8527200E+00  9.7373689E+01  dust
101  1.3142606E+01 15  1.2668311E+01  8.5810117E+01  dust
101  1.3142606E+01 16  1.8134220E+01  8.4084649E+01  dust
101  1.3142606E+01 17  2.5964377E+01  7.7527375E+01  dust
101  1.3142606E+01 18  4.2233750E+01  5.6573299E+01  dust
101  1.3142606E+01 19  8.6443439E+01  3.8043335E+01  dust
101  1.3142606E+01 20  1.7710287E+02  2.5741568E+01  dust
101  1.3142606E+01 21  3.6308087E+02  1.7320228E+01  dust
101  1.3142606E+01 22  7.4469677E+02  1.1494736E+01  dust
101  1.3142606E+01 23  1.5279094E+03  7.4197471E+00  dust
101  1.3142606E+01 24  3.1355912E+03  4.5467394E+00  dust
101  1.3142606E+01 25  6.4360319E+03  2.4280212E+00  dust
102  1.4032940E+01  1  9.5842289E-02  4.4473173E+02  dust
102  1.4032940E+01  2  1.0573550E-01  4.3648613E+02  dust
102  1.4032940E+01  3  1.1812006E-01  4.2658406E+02  dust
102  1.4032940E+01  4  1.3353968E-01  4.1572692E+02  dust
102  1.4032940E+01  5  1.5097181E-01  4.0374960E+02  dust
102  1.4032940E+01  6  1.7067955E-01  3.8608027E+02  dust
102  1.4032940E+01  7  1.9296000E-01  3.6617880E+02  dust
102  1.4032940E+01  8  3.0195156E-01  3.2286157E+02  dust
102  1.4032940E+01  9  5.8874250E-01  2.5849258E+02  dust
102  1.4032940E+01 10  1.2118621E+00  1.8889226E+02  dust
102  1.4032940E+01 11  2.3303096E+00  1.3283093E+02  dust
102  1.4032940E+01 12  4.3003104E+00  1.0265594E+02  dust
102  1.4032940E+01 13  6.2450423E+00  8.1765969E+01  dust
102  1.4032940E+01 14  8.8527200E+00  8.8537709E+01  dust
102  1.4032940E+01 15  1.2668311E+01  7.8024007E+01  dust
102  1.4032940E+01 16  1.8134220E+01  7.6454939E+01  dust
102  1.4032940E+01 17  2.5964377E+01  7.0492991E+01  dust
102  1.4032940E+01 18  4.2233750E+01  5.1440641E+01  dust
102  1.4032940E+01 19  8.6443439E+01  3.4592079E+01  dust
102  1.4032940E+01 20  1.7710287E+02  2.3406334E+01  dust
102  1.4032940E+01 21  3.6308087E+02  1.5748860E+01  dust
102  1.4032940E+01 22  7.4469677E+02  1.0451743E+01  dust
102  1.4032940E+01 23  1.5279094E+03  6.7463875E+00  dust
102  1.4032940E+01 24  3.1355912E+03  4.1340381E+00  dust
102  1.4032940E+01 25  6.4360319E+03  2.2076000E+00  dust
103  1.4983589E+01  1  9.5842289E-02  4.0354893E+02  dust
103  1.4983589E+01  2  1.0573550E-01  3.9606703E+02  dust
103  1.4983589E+01  3  1.1812006E-01  3.8708208E+02  dust
103  1.4983589E+01  4  1.3353968E-01  3.7723050E+02  dust
103  1.4983589E+01  5  1.5097181E-01  3.6636249E+02  dust
103  1.4983589E+01  6  1.7067955E-01  3.5032964E+02  dust
103  1.4983589E+01  7  1.9296000E-01  3.3227134E+02  dust
103  1.4983589E+01  8  3.0195156E-01  2.9296591E+02  dust
103  1.4983589E+01  9  5.8874250E-01  2.3455846E+02  dust
103  1.4983589E+01 10  1.2118621E+00  1.7140395E+02  dust
103  1.4983589E+01 11  2.3303096E+00  1.2053423E+02  dust
103  1.4983589E+01 12  4.3003104E+00  9.3153421E+01  dust
103  1.4983589E+01 13  6.2450423E+00  7.4197630E+01  dust
103  1.4983589E+01 14  8.8527200E+00  8.0341973E+01  dust
103  1.4983589E+01 15  1.2668311E+01  7.0802021E+01  dust
103  1.4983589E+01 16  1.8134220E+01  6.9378030E+01  dust
103  1.4983589E+01 17  2.5964377E+01  6.3968244E+01  dust
103  1.4983589E+01 18  4.2233750E+01  4.6679784E+01  dust
103  1.4983589E+01 19  8.6443439E+01  3.1390780E+01  dust
103  1.4983589E+01 20  1.7710287E+02  2.1240209E+01  dust
103  1.4983589E+01 21  3.6308087E+02  1.4291281E+01  dust
103  1.4983589E+01 22  7.4469677E+02  9.4842846E+00  dust
103  1.4983589E+01 23  1.5279094E+03  6.1218034E+00  dust
103  1.4983589E+01 24  3.1355912E+03  3.7512393E+00  dust
103  1.4983589E+01 25  6.4360319E+03  2.0031536E+00  dust
104  1.5998640E+01  1  9.5842289E-02  3.6539463E+02  dust
104  1.5998640E+01  2  1.0573550E-01  3.5862025E+02  dust
104  1.5998640E+01  3  1.1812006E-01  3.5048496E+02  dust
104  1.5998640E+01  4  1.3353968E-01  3.4156499E+02  dust
104  1.5998640E+01  5  1.5097181E-01  3.3172471E+02  dust
104  1.5998640E+01  6  1.7067955E-01  3.1720797E+02  dust
104  1.5998640E+01  7  1.9296000E-01  3.0085729E+02  dust
104  1.5998640E+01  8  3.0195156E-01  2.6526860E+02  dust
104  1.5998640E+01  9  5.8874250E-01  2.1238423E+02  dust
104  1.5998640E+01 10  1.2118621E+00  1.5520147E+02  dust
104  1.5998640E+01 11  2.3303096E+00  1.0914154E+02  dust
104  1.5998640E+01 12  4.3003104E+00  8.4349418E+01  dust
104  1.5998640E+01 13  6.2450423E+00  6.7185582E+01  dust
104  1.5998640E+01 14  8.8527200E+00  7.2748689E+01  dust
104  1.5998640E+01 15  1.2668311E+01  6.4110862E+01  dust
104  1.5998640E+01 16  1.8134220E+01  6.2821293E+01  dust
104  1.5998640E+01 17  2.5964377E+01  5.7923054E+01  dust
104  1.5998640E+01 18  4.2233750E+01  4.2268787E+01  dust
104  1.5998640E+01 19  8.6443439E+01  2.8424694E+01  dust
104  1.5998640E+01 20  1.7710287E+02  1.9233221E+01  dust
104  1.5998640E+01 21  3.6308087E+02  1.2940783E+01  dust
104  1.5998640E+01 22  7.4469677E+02  8.5879084E+00  dust
104  1.5998640E+01 23  1.5279094E+03  5.5431194E+00  dust
104  1.5998640E+01 24  3.1355912E+03  3.3965795E+00  dust
104  1.5998640E+01 25  6.4360319E+03  1.8137397E+00  dust
105  1.7082454E+01  1  9.5842289E-02  3.3009037E+02  dust
105  1.7082454E+01  2  1.0573550E-01  3.2397066E+02  dust
105  1.7082454E+01  3  1.1812006E-01  3.1662155E+02  dust
105  1.7082454E+01  4  1.3353968E-01  3.0856359E+02  dust
105  1.7082454E+01  5  1.5097181E-01  2.9967425E+02  dust
105  1.7082454E+01  6  1.7067955E-01  2.8656036E+02  dust
105  1.7082454E+01  7  1.9296000E-01  2.7178972E+02  dust
105  1.7082454E+01  8  3.0195156E-01  2.3964010E+02  dust
105  1.7082454E+01  9  5.8874250E-01  1.9186620E+02  dust
105  1.7082454E+01 10  1.2118621E+00  1.4020905E+02  dust
105  1.7082454E+01 11  2.3303096E+00  9.8599604E+01  dust
105  1.7082454E+01 12  4.3003104E+00  7.6202788E+01  dust
105  1.7082454E+01 13  6.2450423E+00  6.0697057E+01  dust
105  1.7082454E+01 14  8.8527200E+00  6.5722369E+01  dust
105  1.7082454E+01 15  1.2668311E+01  5.7919263E+01  dust
105  1.7082454E+01 16  1.8134220E+01  5.6754089E+01  dust
105  1.7082454E+01 17  2.5964377E+01  5.2329175E+01  dust
105  1.7082454E+01 18  4.2233750E+01  3.8187047E+01  dust
105  1.7082454E+01 19  8.6443439E+01  2.5679974E+01  dust
105  1.7082454E+01 20  1.7710287E+02  1.7376004E+01  dust
105  1.7082454E+01 21  3.6308087E+02  1.1691066E+01  dust
105  1.7082454E+01 22  7.4469677E+02  7.7584329E+00  dust
105  1.7082454E+01 23  1.5279094E+03  5.0076349E+00  dust
105  1.7082454E+01 24  3.1355912E+03  3.0684029E+00  dust
105  1.7082454E+01 25  6.4360319E+03  1.6384731E+00  dust
106  1.8239690E+01  1  9.5842289E-02  2.9746842E+02  dust
106  1.8239690E+01  2  1.0573550E-01  2.9195363E+02  dust
106  1.8239690E+01  3  1.1812006E-01  2.8533096E+02  dust
106  1.8239690E+01  4  1.3353968E-01  2.7806951E+02  dust
106  1.8239690E+01  5  1.5097181E-01  2.7005886E+02  dust
106  1.8239690E+01  6  1.7067955E-01  2.5824122E+02  dust
106  1.8239690E+01  7  1.9296000E-01  2.4493055E+02  dust
106  1.8239690E+01  8  3.0195156E-01  2.1595868E+02  dust
106  1.8239690E+01  9  5.8874250E-01  1.7290690E+02  dust
106  1.8239690E+01 10  1.2118621E+00  1.2635548E+02  dust
106  1.8239690E+01 11  2.3303096E+00  8.8858358E+01  dust
106  1.8239690E+01 12  4.3003104E+00  6.8674854E+01  dust
106  1.8239690E+01 13  6.2450423E+00  5.4701259E+01  dust
106  1.8239690E+01 14  8.8527200E+00  5.9229659E+01  dust
106  1.8239690E+01 15  1.2668311E+01  5.2197838E+01  dust
106  1.8239690E+01 16  1.8134220E+01  5.1147622E+01  dust
106  1.8239690E+01 17  2.5964377E+01  4.7160062E+01  dust
106  1.8239690E+01 18  4.2233750E+01  3.4415203E+01  dust
106  1.8239690E+01 19  8.6443439E+01  2.3143604E+01  dust
106  1.8239690E+01 20  1.7710287E+02  1.5659755E+01  dust
106  1.8239690E+01 21  3.6308087E+02  1.0536209E+01  dust
106  1.8239690E+01 22  7.4469677E+02  6.9919274E+00  dust
106  1.8239690E+01 23  1.5279094E+03  4.5128117E+00  dust
106  1.8239690E+01 24  3.1355912E+03  2.7651527E+00  dust
106  1.8239690E+01 25  6.4360319E+03  1.4765221E+00  dust
107  1.9475322E+01  1  9.5842289E-02  2.6737096E+02  dust
107  1.9475322E+01  2  1.0573550E-01  2.6241428E+02  dust
107  1.9475322E+01  3  1.1812006E-01  2.5646182E+02  dust
107  1.9475322E+01  4  1.3353968E-01  2.4993522E+02  dust
107  1.9475322E+01  5  1.5097181E-01  2.4273525E+02  dust
107  1.9475322E+01  6  1.7067955E-01  2.3211352E+02  dust
107  1.9475322E+01  7  1.9296000E-01  2.2014984E+02  dust
107  1.9475322E+01  8  3.0195156E-01  1.9410975E+02  dust
107  1.9475322E+01  9  5.8874250E-01  1.5541462E+02  dust
107  1.9475322E+01 10  1.2118621E+00  1.1357377E+02  dust
107  1.9475322E+01 11  2.3303096E+00  7.9870701E+01  dust
107  1.9475322E+01 12  4.3003104E+00  6.1729224E+01  dust
107  1.9475322E+01 13  6.2450423E+00  4.9169207E+01  dust
107  1.9475322E+01 14  8.8527200E+00  5.3239171E+01  dust
107  1.9475322E+01 15  1.2668311E+01  4.6918933E+01  dust
107  1.9475322E+01 16  1.8134220E+01  4.5974793E+01  dust
107  1.9475322E+01 17  2.5964377E+01  4.2390732E+01  dust
107  1.9475322E+01 18  4.2233750E+01  3.0935031E+01  dust
107  1.9475322E+01 19  8.6443439E+01  2.0803339E+01  dust
107  1.9475322E+01 20  1.7710287E+02  1.4076191E+01  dust
107  1.9475322E+01 21  3.6308087E+02  9.4706383E+00  dust
107  1.9475322E+01 22  7.4469677E+02  6.2846930E+00  dust
107  1.9475322E+01 23  1.5279094E+03  4.0562607E+00  dust
107  1.9475322E+01 24  3.1355912E+03  2.4853640E+00  dust
107  1.9475322E+01 25  6.4360319E+03  1.3271036E+00  dust
108  2.0794660E+01  1  9.5842289E-02  2.3964927E+02  dust
108  2.0794660E+01  2  1.0573550E-01  2.3520662E+02  dust
108  2.0794660E+01  3  1.1812006E-01  2.2987147E+02  dust
108  2.0794660E+01  4  1.3353968E-01  2.2402171E+02  dust
108  2.0794660E+01  5  1.5097181E-01  2.1756841E+02  dust
108  2.0794660E+01  6  1.7067955E-01  2.0804819E+02  dust
108  2.0794660E+01  7  1.9296000E-01  1.9732514E+02  dust
108  2.0794660E+01  8  3.0195156E-01  1.7398539E+02  dust
108  2.0794660E+01  9  5.8874250E-01  1.3930295E+02  dust
108  2.0794660E+01 10  1.2118621E+00  1.0180078E+02  dust
108  2.0794660E+01 11  2.3303096E+00  7.1592250E+01  dust
108  2.0794660E+01 12  4.3003104E+00  5.5331606E+01  dust
108  2.0794660E+01 13  6.2450423E+00  4.4073593E+01  dust
108  2.0794660E+01 14  8.8527200E+00  4.7721332E+01  dust
108  2.0794660E+01 15  1.2668311E+01  4.2056493E+01  dust
108  2.0794660E+01 16  1.8134220E+01  4.1210068E+01  dust
108  2.0794660E+01 17  2.5964377E+01  3.7997649E+01  dust
108  2.0794660E+01 18  4.2233750E+01  2.7729364E+01  dust
108  2.0794660E+01 19  8.6443439E+01  1.8647638E+01  dust
108  2.0794660E+01 20  1.7710287E+02  1.2617507E+01  dust
108  2.0794660E+01 21  3.6308087E+02  8.4891032E+00  dust
108  2.0794660E+01 22  7.4469677E+02  5.6332438E+00  dust
108  2.0794660E+01 23  1.5279094E+03  3.6357308E+00  dust
108  2.0794660E+01 24  3.1355912E+03  2.2276560E+00  dust
108  2.0794660E+01 25  6.4360319E+03  1.1894800E+00  dust
109  2.2203377E+01  1  9.5842289E-02  2.1416300E+02  dust
109  2.2203377E+01  2  1.0573550E-01  2.1019293E+02  dust
109  2.2203377E+01  3  1.1812006E-01  2.0542529E+02  dust
109  2.2203377E+01  4  1.3353968E-01  2.0019778E+02  dust
109  2.2203377E+01  5  1.5097181E-01  1.9443093E+02  dust
109  2.2203377E+01  6  1.7067955E-01  1.8592337E+02  dust
109  2.2203377E+01  7  1.9296000E-01  1.7634090E+02  dust
109  2.2203377E+01  8  3.0195156E-01  1.5548370E+02  dust
109  2.2203377E+01  9  5.8874250E-01  1.2449033E+02  dust
109  2.2203377E+01 10  1.2118621E+00  9.0976934E+01  dust
109  2.2203377E+01 11  2.3303096E+00  6.3981118E+01  dust
109  2.2203377E+01 12  4.3003104E+00  4.9449637E+01  dust
109  2.2203377E+01 13  6.2450423E+00  3.9388648E+01  dust
109  2.2203377E+01 14  8.8527200E+00  4.2648230E+01  dust
109  2.2203377E+01 15  1.2668311E+01  3.7585925E+01  dust
109  2.2203377E+01 16  1.8134220E+01  3.6829352E+01  dust
109  2.2203377E+01 17  2.5964377E+01  3.3958597E+01  dust
109  2.2203377E+01 18  4.2233750E+01  2.4781998E+01  dust
109  2.2203377E+01 19  8.6443439E+01  1.6665611E+01  dust
109  2.2203377E+01 20  1.7710287E+02  1.1276336E+01  dust
109  2.2203377E+01 21  3.6308087E+02  7.5866476E+00  dust
109  2.2203377E+01 22  7.4469677E+02  5.0342900E+00  dust
109  2.2203377E+01 23  1.5279094E+03  3.2490968E+00  dust
109  2.2203377E+01 24  3.1355912E+03  1.9907257E+00  dust
109  2.2203377E+01 25  6.4360319E+03  1.0629547E+00  dust
110  2.3707525E+01  1  9.5842289E-02  1.9077945E+02  dust
110  2.3707525E+01  2  1.0573550E-01  1.8724296E+02  dust
110  2.3707525E+01  3  1.1812006E-01  1.8299600E+02  dust
110  2.3707525E+01  4  1.3353968E-01  1.7833940E+02  dust
110  2.3707525E+01  5  1.5097181E-01  1.7320235E+02  dust
110  2.3707525E+01  6  1.7067955E-01  1.6562389E+02  dust
110  2.3707525E+01  7  1.9296000E-01  1.5708789E+02  dust
110  2.3707525E+01  8  3.0195156E-01  1.3850838E+02  dust
110  2.3707525E+01  9  5.8874250E-01  1.1089965E+02  dust
110  2.3707525E+01 10  1.2118621E+00  8.1045890E+01  dust
110  2.3707525E+01 11  2.3303096E+00  5.6997705E+01  dust
110  2.3707525E+01 12  4.3003104E+00  4.4052722E+01  dust
110  2.3707525E+01 13  6.2450423E+00  3.5090008E+01  dust
110  2.3707525E+01 14  8.8527200E+00  3.7993479E+01  dust
110  2.3707525E+01 15  1.2668311E+01  3.3483984E+01  dust
